Series,MAE,RMSE,MAPE (%)
NonUK_Born_Emp,194.1397783164566,240.46403488549188,2.627299115367854
EU27_Emp,39.351927636213304,54.989618188551866,1.700030464708746
NonEU_Emp,60.22931330296228,69.86011498114368,1.2088058359967822
